name,category,year,courseid,credit,duration,schedule,current_students,total_students,note
한국어발음이해,전공,1,H01102202,3,3,목 4 5 6 (2409),12,40,"대면, 외국인만 수강 가능/중외통 교류 과목"
한국어번역글쓰기I,전공,1,H01103301,3,3,월 4 5 6 (2605),7,30,"대면, 외국인만 수강 가능/중외통 교류 과목"
한국어번역글쓰기I,전공,1,H01103302,3,3,월 7 8 9 (2604),12,30,"대면, 외국인만 수강 가능/중외통 교류 과목"
한국어번역글쓰기I,전공,1,H01103303,3,3,수 7 8 9 (3509),4,30,"대면, 외국인만 수강 가능/중외통 교류 과목"
한국어번역글쓰기I,전공,1,H01103304,3,3,월 10 11 12 (1203),5,30,"대면, 외국인만 수강 가능/중외통 교류 과목"
한국어번역글쓰기II,전공,1,H01104201,3,3,월 1 2 3 (1507),2,30,"대면, '한국어번역글쓰기1'수강한 학생만 수강 가능"
한국어번역글쓰기II,전공,1,H01104202,3,3,수 1 2 3 (2506),4,30,"대면, '한국어번역글쓰기1'수강한 학생만 수강 가능"
한국어번역글쓰기II,전공,1,H01104203,3,3,목 1 2 3 (1405),4,30,"대면, '한국어번역글쓰기1'수강한 학생만 수강 가능"
한국어통번역입문,전공,1,H01107201,3,3,금 4 5 6 ( ),11,45,"전필, 비대면(학기 전체), 외국인만 수강 가능"
한국어통번역입문,전공,1,H01107202,3,3,수 10 11 12 ( ),14,52,"전필, 비대면(학기 전체), 외국인만 수강 가능"
한국어학개론,전공,1,H01101201,3,3,화 4 5 6 (3204),16,40,"대면, 외국인만 수강 가능/중외통 교류 과목"
한국어학개론,전공,1,H01101202,3,3,금 7 8 9 ( ),5,60,"비대면(학기 전체), 외국인만 수강 가능/중외통 교류 과목"
경제학I,전공,2,C01171101,2,2,금 7 8 (2509),36,30,대면
국제관계세미나,전공,2,C01192201,2,2,수 7 8 (3207),28,30,"전필, 원어, 대면"
국제관계이론,전공,2,C01199101,2,2,수 3 4 (3501),30,30,대면
국제법I,전공,2,C01322301,2,2,금 3 4 (3206),41,40,대면
국제정치경제학,전공,2,C01193101,2,2,화 5 6 ( ),57,48,"전필, 비대면(학기 전체)"
사회과학분석I,전공,2,C01186301,3,3,월 1 2 3 (3304),12,40,대면
유엔과한국외교,전공,2,C01160101,2,2,월 7 8 (0328),5,20,"원어, 대면"
제2외국어(스페인어)III,전공,2,C01133101,2,2,목 9 10 (3303),9,30,"전필, 대면"
제2외국어(스페인어)III,전공,2,C01133102,2,2,화 9 10 (3503),21,30,"전필, 대면"
제2외국어(프랑스어)III,전공,2,C01123101,2,2,수 5 6 (1306),17,20,"전필, 대면"
21세기국제관계의이슈와쟁점,전공,3,C01114101,2,2,목 3 4 (1307),19,30,대면
국제관계연습I,전공,3,C01197101,2,2,수 3 4 (1307),30,30,"전필, 대면"
국제법실전I,전공,3,C01194101,2,2,목 5 6 (3304),13,20,대면
국제법이슈세미나,전공,3,C01183101,2,2,화 7 8 (1202),8,20,"원어, 대면"
근대외교사,전공,3,C01172101,2,2,화 3 4 (3507),21,30,대면
글로벌공공외교사례연구특강,전공,3,C01119201,2,2,목 7 8 (3501),33,31,대면
제2외국어(스페인어)V,전공,3,C01135101,2,2,월 1 2 (1203),15,30,"전필, 대면"
제2외국어(프랑스어)V,전공,3,C01125101,2,2,월 5 6 (3402),16,20,"전필, 대면"
해양법및국제공역,전공,3,C01196101,2,2,화 5 6 (3207),13,30,대면
경제학실전I,전공,4,C01200101,2,2,목 9 10 (3503),11,30,대면
동북아안보세미나,전공,4,C01184101,2,2,화 7 8 (0115),2,20,"원어, 대면"
중국국제관계,전공,4,C05232101,2,2,수 7 8 (2402),10,20,대면
국제관계개론,전공,1,C01191301,3,3,월 4 5 6 ( ),59,54,"전필, 원어, 비대면(학기 전체)"
국제법개론,전공,1,C01163401,3,3,목 7 8 9 ( ),72,67,"전필, 비대면(학기 전체)"
외교의이해,전공,1,C01165101,2,2,수 3 4 ( ),60,50,비대면(학기 전체)
제2외국어(스페인어)I,전공,1,C01131101,2,2,화 1 2 (3307),40,32,"전필, 대면"
제2외국어(프랑스어)I,전공,1,C01121101,2,2,수 1 2 (0118),38,35,"전필, 대면"
국제경제학(1): 국제무역,전공,2,D01507201,3,3,화 1 2 3 (3501),34,35,"원어, 대면"
국제협상과실무,전공,2,D01500201,3,3,목 4 5 6 (3207),23,30,대면
금융원리,전공,2,D01489201,3,3,월 1 2 3 (3207),25,30,"원어, 대면"
제2외국어(3):중국어,전공,2,D01508101,2,2,금 3 4 (2605),30,30,"전필, 대면"
무역과국제개발,전공,3,D01502201,3,3,목 7 8 9 (3407),22,30,대면
자본시장론,전공,3,D01503301,3,3,수 10 11 12 (3207),7,30,대면
제2외국어(5):중국어,전공,3,D01512101,2,2,금 7 8 (2201),12,30,"전필, 대면"
화폐와금융,전공,3,D01510201,3,3,화 7 8 9 (3409),20,30,대면
국제금융과통상을위한데이터분석,전공,4,D01514101,3,3,목 1 2 3 (3305),11,30,"Team Teaching, 대면"
금융연구세미나,전공,4,D04401201,3,3,수 7 8 9 (3305),6,30,대면
경제학원론(1),전공,1,C01104701,3,3,월 4 5 6 (3106),37,37,"전필, 원어, 대면"
국제경영,전공,1,D01497301,3,3,금 7 8 9 (3409),10,30,"원어, 대면"
국제관계와국제법,전공,1,D01504301,3,3,목 4 5 6 (1306),9,30,"원어, 대면"
제2외국어(1):중국어,전공,1,D01505101,2,2,금 1 2 (2605),27,30,"전필, 대면"
경영통계학,전공,1,D03103101,3,3,금 1 2 3 ( ),74,60,"전필, 비대면(학기 전체), 22학번 우선수강(신청기간 22학번만/변경기간 학부 홈페이지 참고)"
경영통계학,전공,1,D03103102,3,3,금 7 8 9 ( ),68,60,"전필, 비대면(학기 전체), 1전공자 우선수강(신청기간 1전공만/변경기간 학부 홈페이지 참고)"
경영통계학,전공,1,D03103103,3,3,목 1 2 3 ( ),71,60,"전필, 비대면(학기 전체), 1전공자 우선수강(신청기간 1전공만/변경기간 학부 홈페이지 참고)"
경영통계학,전공,1,D03103104,3,3,화 1 2 3 ( ),45,50,"전필, 원어, 비대면(학기 전체), 22학번 우선수강(신청기간 22학번만/변경기간 학부 홈페이지 참고)"
경영통계학,전공,1,D03103105,3,3,금 4 5 6 ( ),73,60,"전필, 비대면(학기 전체), 22학번 우선수강(신청기간 22학번만/변경기간 학부 홈페이지 참고)"
