name,category,year,courseid,credit,duration,schedule,current_students,total_students,note
미디어연구방법론,전공,2,C04534101,3,3,목 4 5 6 ( ),41,60,"전필, 비대면(학기 전체)"
미디어연구방법론,전공,2,C04534102,3,3,목 7 8 9 ( ),17,60,"전필, 원어, 비대면(학기 전체)"
뉴미디어테크놀로지,전공,2,C07301101,3,3,월 4 5 6 ( ),57,65,"전필, 비대면(학기 전체)"
멀티미디어제작,전공,2,C03405101,3,3,목 10 11 12 (3409),10,30,"대면, 실습과목/ 세부전공 교류불가"
방송의이해,전공,2,C03401101,3,3,화 1 2 3 ( ),52,66,"전필, 비대면(학기 전체)"
방송의이해,전공,2,C03401102,3,3,수 1 2 3 ( ),54,62,"전필, 비대면(학기 전체)"
글로벌미디어와엔터테인먼트콘텐츠,전공,3,C03483101,3,3,금 7 8 9 ( ),58,60,비대면(학기 전체)
미디어콘텐츠기획제작,전공,3,C03362101,3,3,월 4 5 6 (3508),27,30,"대면, 실습과목/ 세부전공 교류불가"
영화영상의이해,전공,3,C03292101,3,3,화 7 8 9 ( ),66,62,비대면(학기 전체)
네트워크사회와인간,전공,4,C04475101,3,3,화 4 5 6 ( ),53,60,비대면(학기 전체)
디지털문화론,전공,4,R08315201,3,3,목 4 5 6 ( ),38,60,비대면(학기 전체)
미디어산업론,전공,4,C03478101,3,3,수 7 8 9 ( ),50,60,비대면(학기 전체)
베트남학개론(1),전공,1,B06117101,2,2,목 7 8 ( ),53,54,비대면(학기 전체)
초급베트남어(1),전공,1,B06487101,2,2,화 1 2 (1404),28,30,"원어, 대면"
초급베트남어(1),전공,1,B06487102,2,2,목 3 4 (1507),30,30,"원어, 대면"
초급베트남어연습(1),전공,1,B06116201,2,2,월 5 6 (2204),16,20,"원어, 대면"
초급베트남어연습(1),전공,1,B06116202,2,2,수 1 2 (1508),21,20,"원어, 대면"
초급베트남어연습(1),전공,1,B06116203,2,2,수 5 6 (1509),17,20,"원어, 대면"
초급베트남어회화(1),전공,1,B06105202,2,2,화 3 4 (3404),23,20,"원어, 대면"
초급베트남어회화(1),전공,1,B06105203,2,2,화 5 6 (3304),26,20,"원어, 대면"
초급베트남어회화(1),전공,1,B06105204,2,2,금 3 4 (2204),10,20,"원어, 대면"
베트남사회.문화(1),전공,2,B06133101,2,2,목 3 4 ( ),47,50,비대면(학기 전체)
중급베트남어(1),전공,2,B06489101,2,2,월 3 4 (0118),32,30,"원어, 대면"
중급베트남어(1),전공,2,B06489102,2,2,금 3 4 (1507),15,30,"원어, 대면"
중급베트남어연습(1),전공,2,B06209201,2,2,목 5 6 (1508),13,20,"원어, 대면"
중급베트남어연습(1),전공,2,B06209202,2,2,금 1 2 (1508),22,20,"원어, 대면"
중급베트남어회화(1),전공,2,B06222201,2,2,수 1 2 (2403),20,22,"원어, 대면"
중급베트남어회화(1),전공,2,B06222202,2,2,금 5 6 (1408),22,23,"원어, 대면"
고급베트남어(1),전공,3,B06491101,2,2,목 7 8 (1602),26,30,"원어, 대면"
고급베트남어연습(1),전공,3,B06493201,2,2,목 1 2 (1609),15,20,"원어, 대면"
고급베트남어회화(1),전공,3,B06311101,2,2,월 3 4 (3302),14,20,"원어, 대면"
베트남법이해(1),전공,3,B06499201,2,2,화 3 4 ( ),41,50,비대면(학기 전체)
베트남역사1(1),전공,3,B06135101,2,2,수 3 4 ( ),23,50,비대면(학기 전체)
베트남역사2(1),전공,4,B06137101,2,2,수 7 8 ( ),15,50,비대면(학기 전체)
베트남정치.경제(1),전공,4,B06468101,2,2,월 7 8 ( ),28,50,비대면(학기 전체)
BRICs지역문화연구,이중(제2),2,A21042101,3,3,월 4 5 6 ( ),63,61,"Team Teaching, 비대면(학기 전체)"
BRICs지역입문,이중(제2),2,A21001101,3,3,월 1 2 3 ( ),65,61,"전필, Team Teaching, 비대면(학기 전체)"
BRICs지역현안세미나1,이중(제2),2,A21043101,2,2,목 3 4 ( ),65,60,"Team Teaching, 비대면(학기 전체)"
극동.시베리아개발과국제협력,이중(제2),3,A21049101,3,3,목 7 8 9 ( ),56,53,비대면(학기 전체)
브라질권역별경제특성연구,이중(제2),3,A21046101,3,3,화 7 8 9 ( ),55,50,비대면(학기 전체)
인도산업발전,이중(제2),3,A21007301,3,3,화 1 2 3 ( ),53,50,비대면(학기 전체)
BRICs지역과개발협력,이중(제2),4,A21048201,3,3,화 4 5 6 ( ),40,50,비대면(학기 전체)
서양생활문화사,부전공,2,R05159102,3,3,월 7 8 9 (2402),2,10,대면
한국현대사,부전공,4,R05451101,3,3,목 4 5 6 (1204),3,10,대면
공연예술학개론,이중(부)전공,2,J01009201,3,3,화 4 5 6 ( ),48,50,비대면(학기 전체)
문화예술미디에이션개론,이중(부)전공,2,J04002101,3,3,목 7 8 9 ( ),21,50,비대면(학기 전체)
박물관학입문,이중(부)전공,2,J04006201,3,3,화 7 8 9 ( ),29,50,비대면(학기 전체)
세계영화텍스트분석,이중(부)전공,2,J04005101,3,3,수 4 5 6 ( ),53,50,비대면(학기 전체)
미디어기술과문화예술,이중(부)전공,3,J04305101,3,3,월 7 8 9 ( ),26,50,비대면(학기 전체)
지역문화자원개발,이중(부)전공,3,J04202101,3,3,금 4 5 6 ( ),25,50,비대면(학기 전체)
공연예술매니지먼트,이중(부)전공,4,J04406101,3,3,목 4 5 6 ( ),24,50,"Team Teaching, 비대면(학기 전체)"
박물관경영및행정,이중(부)전공,4,J04407101,3,3,월 4 5 6 ( ),32,50,비대면(학기 전체)
바이킹의과거와현재,전공,1,A09478201,2,2,월 7 8 (1210),9,24,"원어, 대면"
스칸디나비아입문(1),전공,1,A09477101,2,2,목 5 6 (6226),54,49,대면
초급스웨덴어(1),전공,1,A09101101,2,2,수 7 8 (2403),27,25,대면
초급스웨덴어(1),전공,1,A09101102,2,2,화 1 2 (3503),21,25,대면
초급스웨덴어문법(1),전공,1,A09109101,2,2,수 3 4 (1404),23,25,대면
초급스웨덴어문법(1),전공,1,A09109102,2,2,목 1 2 (2509),27,24,대면
초급스웨덴어회화(1),전공,1,A09322201,3,3,화 4 5 6 (1509),26,25,"전필, 원어, 대면"
초급스웨덴어회화(1),전공,1,A09322202,3,3,금 1 2 3 (1509),21,25,"전필, 원어, 대면"
스칸디나비아복지제도(1),전공,2,A09479101,2,2,목 7 8 (3204),14,40,대면
중급스웨덴어(1),전공,2,A09201101,2,2,월 7 8 (2403),26,28,대면
중급스웨덴어문법(1),전공,2,A09215101,2,2,화 7 8 (1304),18,30,대면
중급스웨덴어작문(1),전공,2,A09207101,2,2,금 5 6 (2205),30,23,대면
중급스웨덴어회화(1),전공,2,A09323101,2,2,수 1 2 (3404),21,20,"전필, 원어, 대면"
중급스웨덴어회화(1),전공,2,A09323102,2,2,수 5 6 (2402),24,23,"전필, 원어, 대면"
초급덴마크어(1),전공,2,A09369101,2,2,월 3 4 (1504),20,27,"전필, 원어, 대면"
FLEX스웨덴어(1),전공,3,A09373101,2,2,금 3 4 (2205),20,25,대면
고급스웨덴어(1),전공,3,A09457101,2,2,수 3 4 (2401),12,25,대면
고급스웨덴어회화(1),전공,3,A09365201,2,2,월 5 6 (3404),21,20,"원어, 대면"
"덴마크사회,역사와문화",전공,3,A09313101,2,2,화 5 6 (2203),11,30,대면
덴마크어번역(1),전공,3,A09463201,2,2,수 7 8 (0115),6,20,"원어, 대면"
스웨덴어시사토론(1),전공,3,A09482101,2,2,화 7 8 (3504),14,20,대면
스웨덴어조어론,전공,3,A09303201,2,2,화 3 4 (2205),9,25,대면
스칸디나비아경제원강(1),전공,3,A09480101,2,2,금 7 8 (1501),29,30,대면
스칸디나비아영화유튜브&미디어리터러시(1),전공,3,A09312101,2,2,목 3 4 (3204),28,25,대면
스칸디나비아와EU,전공,3,A09481101,2,2,금 5 6 (1501),15,40,대면
고급스웨덴어작문(1),전공,4,A09363201,2,2,목 3 4 (2201),1,20,"원어, Team Teaching, 대면"
스웨덴사회와문예사조(1),전공,4,A09485101,2,2,월 3 4 (2207),14,30,대면
스웨덴의다문화정책,전공,4,A09484101,2,2,목 5 6 (2604),8,30,"원어, 대면"
스칸디나비아문학과문화콘텐츠번역(1),전공,4,A09403301,2,2,목 7 8 (0115),13,20,대면
스페인문화사(1),전공,1,A05357201,2,2,목 1 2 ( ),70,60,비대면(학기 전체)
스페인문화사(1),전공,1,A05357202,2,2,수 7 8 ( ),66,60,비대면(학기 전체)
스페인문화사(1),전공,1,A05357203,2,2,화 1 2 ( ),15,60,비대면(학기 전체)
스페인어회화I(1),전공,1,A05483201,3,3,월 1 2 (1405) 수 3 (1506),22,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483202,3,3,월 3 (1405) 화 1 2 (1408),18,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483203,3,3,월 4 (1405) 금 3 4 (1408),20,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483204,3,3,월 3 4 금 5 (1305),23,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483205,3,3,화 3 4 금 4 (1305),22,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483206,3,3,수 5 6 금 3 (1305),21,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483207,3,3,월 7 8 금 7 (1609),26,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483208,3,3,목 7 8 금 8 (1609),29,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483209,3,3,화 3 수 7 8 (2502),11,20,"전필, 원어, 대면"
스페인어회화I(1),전공,1,A05483210,3,3,화 4 수 5 6 (2502),23,20,"전필, 원어, 대면"
초급스페인어문법(1),전공,1,A05109401,3,3,목 4 5 6 (1407),37,30,대면
초급스페인어문법(1),전공,1,A05109402,3,3,월 4 5 6 (1304),31,30,대면
초급스페인어문법(1),전공,1,A05109403,3,3,금 1 2 3 (1303),13,30,대면
초급스페인어문법(1),전공,1,A05109404,3,3,수 1 2 3 (0338),11,30,대면
초급스페인어문법(1),전공,1,A05109405,3,3,화 7 8 9 (1604),33,30,대면
초급스페인어문법(1),전공,1,A05109406,3,3,목 4 5 6 (3506),41,30,대면
초급스페인어문법(1),전공,1,A05109407,3,3,수 7 8 9 (3403),24,30,대면
초급스페인어문법(1),전공,1,A05109408,3,3,월 7 8 9 (3407),23,30,대면
초급스페인어쓰기(1),전공,1,A05115101,2,2,월 7 8 (2207),39,30,대면
초급스페인어쓰기(1),전공,1,A05115103,2,2,화 5 6 (3303),28,30,대면
초급스페인어쓰기(1),전공,1,A05115104,2,2,수 9 10 (1602),10,30,대면
초급스페인어쓰기(1),전공,1,A05115105,2,2,목 3 4 (1602),33,30,대면
초급스페인어읽기(1),전공,1,A05113101,2,2,월 5 6 (2207),49,30,대면
초급스페인어읽기(1),전공,1,A05113102,2,2,금 5 6 (3307),26,30,대면
초급스페인어읽기(1),전공,1,A05113103,2,2,목 1 2 (1608),16,30,대면
초급스페인어읽기(1),전공,1,A05113105,2,2,화 7 8 (1603),39,30,대면
초급스페인어읽기(1),전공,1,A05113106,2,2,목 5 6 (2506),25,30,대면
멕시코.중미.카리브지역의이해,전공,2,A05487101,2,2,목 7 8 ( ),48,60,비대면(학기 전체)
스페인어회화II(1),전공,2,A05485101,2,2,수 1 2 (1506),16,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485102,2,2,화 1 2 (1305),23,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485103,2,2,월 1 2 (3402),17,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485104,2,2,월 5 6 (1609),23,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485105,2,2,목 1 2 (1408),12,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485106,2,2,목 1 2 (1508),21,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485107,2,2,수 9 10 (2502),7,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485108,2,2,금 7 8 (2502),6,20,"전필, 원어, 대면"
스페인어회화II(1),전공,2,A05485109,2,2,금 5 6 (2502),14,20,"전필, 원어, 대면"
중급스페인어문법(1),전공,2,A05207201,2,2,화 3 4 (1407),40,30,대면
중급스페인어문법(1),전공,2,A05207202,2,2,월 1 2 (1603),14,30,대면
중급스페인어문법(1),전공,2,A05207203,2,2,금 5 6 (2207),22,30,대면
중급스페인어문법(1),전공,2,A05207204,2,2,월 7 8 (1603),33,30,대면
중급스페인어쓰기(1),전공,2,A05237101,2,2,금 3 4 (3307),21,30,대면
중급스페인어쓰기(1),전공,2,A05237103,2,2,금 7 8 (3506),15,30,대면
중급스페인어읽기(1),전공,2,A05235102,2,2,목 5 6 (1602),33,30,대면
중급스페인어읽기(1),전공,2,A05235103,2,2,화 9 10 (1402),22,30,대면
중남미경제(1),전공,2,A05489101,2,2,화 5 6 ( ),46,50,비대면(학기 전체)
중남미경제(1),전공,2,A05489102,2,2,수 7 8 ( ),42,50,비대면(학기 전체)
중남미문화사(1),전공,2,A05459101,2,2,목 3 4 ( ),28,60,비대면(학기 전체)
중남미문화사(1),전공,2,A05459102,2,2,월 9 10 ( ),62,60,비대면(학기 전체)
스페인문학사(1),전공,3,A05311101,2,2,월 1 2 ( ),37,60,"Team Teaching, 비대면(학기 전체)"
스페인어언어학I,전공,3,A05349301,2,2,수 3 4 ( ),40,60,비대면(학기 전체)
시사원어토론(1),전공,3,A05481101,2,2,수 5 6 (2208),23,30,"원어, 대면"
시사원어토론(1),전공,3,A05481102,2,2,금 1 2 (1403),10,30,"원어, 대면"
중남미문학사(1),전공,3,A05409101,2,2,수 1 2 ( ),57,61,비대면(학기 전체)
중남미인종과사회(1),전공,3,A05467101,2,2,목 9 10 ( ),58,60,비대면(학기 전체)
중남미정치(1),전공,3,A05341101,2,2,금 5 6 ( ),60,60,비대면(학기 전체)
중남미지역개발협력I,전공,3,A05469301,2,2,금 7 8 ( ),56,60,비대면(학기 전체)
스페인어발달사(1),전공,4,A05461201,2,2,월 3 4 ( ),65,61,비대면(학기 전체)
스페인어에세이쓰기(1),전공,4,A05479101,2,2,월 5 6 (2509),20,30,"원어, 대면"
스페인어에세이쓰기(1),전공,4,A05479102,2,2,금 3 4 (2502),9,30,"원어, 대면"
스페인어에세이쓰기(1),전공,4,A05479103,2,2,화 5 6 (1407),16,30,"원어, 대면"
스페인지역연구I,전공,4,A05413301,2,2,금 7 8 ( ),39,50,비대면(학기 전체)
스페인황금세기문학,전공,4,A05450101,2,2,수 7 8 ( ),28,50,비대면(학기 전체)
중남미기업과법(1),전공,4,A05471101,2,2,목 7 8 ( ),37,50,비대면(학기 전체)
중남미소설,전공,4,A05411101,2,2,금 1 2 ( ),24,50,비대면(학기 전체)
중남미외교와국제관계(1),전공,4,A05473101,2,2,월 1 2 (1305),8,20,대면
아랍학입문,전공,1,O04109201,1,1,월 2 ( ),43,48,"비대면(학기 전체), 지역학 기본"
초급시청각아랍어(1),전공,1,B04201601,2,2,금 5 6 (1210),29,25,"원어, 대면, 전공 및 이중전공생만 수강"
초급시청각아랍어(1),전공,1,B04201602,2,2,화 5 6 (3507),40,30,"대면, 전공 및 이중전공생만 수강"
초급아랍어강독(1),전공,1,B04105401,2,2,금 3 4 (0118),13,30,"대면, 전공 및 이중전공생만 수강"
초급아랍어강독(1),전공,1,B04105402,2,2,금 7 8 (3507),17,30,"대면, 전공 및 이중전공생만 수강"
초급아랍어강독(1),전공,1,B04105403,2,2,수 5 6 (1301),38,30,"대면, 전공 및 이중전공생만 수강"
초급아랍어문법(1),전공,1,B04101501,3,3,화 7 8 9 (1203),33,30,"대면, 전공 및 이중전공생만 수강"
초급아랍어문법(1),전공,1,B04101502,3,3,수 7 8 9 (2208),25,30,"원어, 대면, 전공 및 이중전공생만 수강"
초급아랍어문법(1),전공,1,B04101503,3,3,월 7 8 9 (1203),14,30,"대면, 전공 및 이중전공생만 수강"
초급아랍어회화(1),전공,1,B04206301,2,2,월 3 4 (1409),23,20,"전필, 원어, 대면, 22학번 신입생 및 편입생 전용"
초급아랍어회화(1),전공,1,B04206302,2,2,월 5 6 (1409),27,20,"전필, 원어, 대면, 22학번 신입생 및 편입생 전용"
초급아랍어회화(1),전공,1,B04206303,2,2,화 1 2 (2404),12,20,"전필, 원어, 대면, 22학번 신입생 및 편입생 전용"
초급아랍어회화(1),전공,1,B04206304,2,2,월 1 2 (0211),6,20,"전필, 원어, 대면, 2학년 이상 재학생/재수강생 전용"
아랍지역연구,전공,2,O04211101,2,2,목 1 2 ( ),51,51,"비대면(학기 전체), 지역학 기본"
중급시청각아랍어(1),전공,2,B04202301,2,2,화 3 4 (1608),21,23,"대면, 전공 및 이중전공생만 수강"
중급시청각아랍어(1),전공,2,B04202302,2,2,목 5 6 (1504),25,23,"대면, 전공 및 이중전공생만 수강"
중급아랍어(1),전공,2,B04205101,2,2,목 7 8 (1403),24,30,"원어, 대면, 전공 및 이중전공생만 수강"
중급아랍어(1),전공,2,B04205102,2,2,월 5 6 (1303),29,30,"대면, 전공 및 이중전공생만 수강"
중급아랍어문장연습(1),전공,2,B04214201,2,2,금 3 4 (3407),15,30,"원어, 대면, 전공 및 이중전공생만 수강"
중급아랍어문장연습(1),전공,2,B04214202,2,2,금 5 6 (3403),30,30,"대면, 전공 및 이중전공생만 수강"
중급아랍어회화(1),전공,2,B04223401,2,2,수 1 2 (0211),20,20,"전필, 원어, 대면, 전공 및 이중전공생만 수강"
FLEX아랍어,전공,3,B04391101,2,2,목 3 4 (1504),23,30,대면
고급아랍어회화(1),전공,3,B04208201,2,2,목 1 2 (1202),6,20,"원어, 대면"
미디어아랍어,전공,3,O04301201,2,2,목 5 6 (1301),31,40,대면
아랍수필,전공,3,B04352201,2,2,수 7 8 (1301),13,40,대면
아랍어학사,전공,3,B04381101,2,2,화 5 6 (6226),24,40,대면
아랍의료관광의이해(1),전공,3,B04491201,2,2,화 3 4 (6105),22,40,"대면, 지역학 기본"
아랍통상실무(1),전공,3,B04487101,2,2,금 1 2 (0118),13,40,"대면, 지역학 기본"
아랍문학사,전공,4,B04310101,2,2,월 7 8 (2203),11,40,대면
아랍비교정치론,전공,4,B04380101,2,2,수 1 2 (3207),20,40,"대면, 지역학 심화"
아랍어구문어체비교론,전공,4,B04461201,2,2,화 7 8 (2207),4,40,"원어, 대면"
아랍외교정책연구,전공,4,B04416101,2,2,월 3 4 (3206),30,40,"대면, 지역학 심화"
아랍의문화예술,전공,4,B04492101,2,2,목 7 8 (1501),31,40,"대면, 지역학 기본"
이슬람경제와금융,전공,4,B04419101,2,2,화 1 2 (6105),34,40,"대면, 지역학 심화"
디지털뉴스스토리텔링,전공,2,C04535101,3,3,금 7 8 9 ( ),62,60,비대면(학기 전체)
저널리즘의이해,전공,2,C03201101,3,3,화 1 2 3 ( ),64,70,"전필, 비대면(학기 전체)"
글로벌커뮤니케이션,전공,3,V24405101,3,3,목 4 5 6 ( ),47,61,"전필, 비대면(학기 전체)"
언론정보통계분석I,전공,3,C04524101,3,3,월 4 5 6 ( ),51,70,"전필, 비대면(학기 전체)"
디지털뉴스리터러시,전공,4,C03124201,3,3,목 10 11 12 ( ),25,60,비대면(학기 전체)
디지털미디어와저작권,전공,4,C04371101,3,3,화 7 8 9 ( ),54,60,비대면(학기 전체)
탐사저널리즘,전공,4,C03207201,3,3,금 10 11 12 ( ),42,60,비대면(학기 전체)
드라마입문(1),전공,1,A01137101,3,3,월 4 5 6 (3401),50,33,"대면, 1학년 우선수강, 영어대, 영어교육과 교류"
드라마입문(1),전공,1,A01137102,3,3,화 1 2 3 (3407),17,30,"대면, 1학년 우선수강, 영어대, 영어교육과 교류"
문화와글쓰기,전공,1,A01140101,3,3,월 4 5 6 (1506),9,30,"원어, 대면, 1학년 우선수강"
문화와글쓰기,전공,1,A01140102,3,3,화 7 8 9 (1307),10,30,"원어, 대면, 1학년 우선수강"
문화와텍스트(1),전공,1,A01136101,3,3,수 4 5 6 (1507),31,30,"대면, 1학년 우선수강"
문화와텍스트(1),전공,1,A01136102,3,3,금 1 2 3 (2508),14,30,"원어, 대면, 1학년 우선수강"
영.미시입문(1),전공,1,A01139101,3,3,월 7 8 9 (3406),33,30,"대면, 1학년 우선수강, 영어대, 영어교육과 교류"
영.미시입문(1),전공,1,A01139102,3,3,목 1 2 3 (3403),31,30,"대면, 1학년 우선수강, 영어대, 영어교육과 교류"
영.미시입문(1),전공,1,A01139103,3,3,금 4 5 6 (2509),31,30,"대면, 1학년 우선수강, 영어대, 영어교육과 교류"
영어권소설입문(1),전공,1,A01138101,3,3,월 7 8 9 (1507),36,30,"대면, 1학년 우선수강, 영어대, 영어교육과 교류"
영어권소설입문(1),전공,1,A01138102,3,3,화 7 8 9 (3106),39,30,"대면, 1학년 우선수강, 영어대, 영어교육과 교류"
영어권소설입문(1),전공,1,A01138103,3,3,금 7 8 9 (1404),12,30,"원어, 대면, 1학년 우선수강, 영어대, 영어교육과 교류"
21세기영.미문학,전공,2,A01672301,3,3,수 7 8 9 (2407),23,40,"원어, 대면, 영어대교류"
21세기영.미문학,전공,2,A01672302,3,3,금 7 8 9 (6105),38,40,"대면, 영어대교류"
문학적상상력과공연(1),전공,2,A01694301,3,3,화 4 5 6 (0329),11,30,"원어, 대면"
문화간이해방법론,전공,2,A01671201,2,2,목 3 4 (1301),9,40,"원어, 대면, 영어대교류"
베스트셀러읽기,전공,2,A01145301,3,3,월 7 8 9 (2208),9,30,"대면, 영어대교류"
베스트셀러읽기,전공,2,A01145302,3,3,목 7 8 9 (1502),40,32,"대면, 영어대교류"
영.미문학과토론,전공,2,A01225301,3,3,목 7 8 9 (1307),10,30,"원어, 대면, 영어대교류"
영.미문학과토론,전공,2,A01225302,3,3,목 4 5 6 (1403),2,30,"원어, 대면, 영어대교류"
영.미문학번역,전공,2,A01231301,3,3,수 1 2 3 (3403),38,30,대면
영.미문학번역,전공,2,A01231302,3,3,목 7 8 9 (2403),26,30,대면
영.미문화의이해,전공,2,A01722101,3,3,화 9 10 11 (3204),35,40,"대면, 영어대교류"
영.미문화의이해,전공,2,A01722102,3,3,화 9 10 11 (3308),41,41,"대면, 영어대교류"
영국문학개관(1),전공,2,A01207701,3,3,화 4 5 6 (6411),41,40,"대면, 영어대, 영어교육과 교류"
영국문학개관(1),전공,2,A01207702,3,3,수 4 5 6 (2409),14,40,"원어, 대면, 영어대, 영어교육과 교류"
영작문,전공,2,A01227201,2,2,금 5 6 (1304),15,30,"원어, 대면"
19세기미국소설,전공,3,A01220101,3,3,목 7 8 9 (2409),14,40,"원어, 대면, 영어대 교류"
19세기미국소설,전공,3,A01220102,3,3,목 1 2 3 (3306),39,40,"대면, 영어대 교류"
19세기영국소설,전공,3,A01696101,3,3,화 4 5 6 (3508),12,40,"원어, 대면, 영어대 교류"
19세기영국소설,전공,3,A01696102,3,3,수 7 8 9 (6411),43,41,"대면, 영어대 교류"
Advanced English Writing (1),전공,3,A01619101,2,2,수 3 4 (3404),5,20,"원어, 대면"
Advanced English Writing (1),전공,3,A01619102,2,2,수 5 6 (3404),9,20,"원어, 대면"
American Drama,전공,3,A01312401,3,3,화 7 8 9 (6226),7,40,"원어, 대면, 영어대 교류"
American Drama,전공,3,A01312402,3,3,화 1 2 3 (3306),37,41,"대면, 영어대 교류"
미국시,전공,3,A01322301,3,3,수 7 8 9 (1405),4,40,"대면, 영어대 교류"
영.미문학특강,전공,3,A01377201,3,3,화 7 8 9 (1404),6,40,"대면, 영어대 교류"
영.미문학특강,전공,3,A01377202,3,3,월 7 8 9 (3401),19,40,"대면, 영어대 교류"
영.미문학특강,전공,3,A01377203,3,3,화 1 2 3 (6411),33,40,"대면, 영어대 교류"
영미문화특강(1),전공,3,A01247201,3,3,금 9 10 11 (3503),2,30,대면
English Debate,전공,4,A01417201,2,2,월 1 2 (1402),9,30,"원어, 대면"
비평적글쓰기캡스톤디자인(1),전공,4,A01726201,3,3,수 1 2 3 (1507),10,30,대면
셰익스피어주제연구,전공,4,A01375202,3,3,금 7 8 9 (3205),36,40,"대면, 영어대 교류"
영.미문학과영상,전공,4,A01482301,3,3,월 4 5 6 (2409),21,30,"대면, 영어대 교류"
영.미비평,전공,4,A01404501,3,3,화 4 5 6 (0118),11,40,"대면, 영어대 교류"
드라마입문(1),이중(부)전공,2,A01137103,3,3,월 1 2 3 (1604),15,30,"대면, 1전공 수강금지, 영어대, 영어교육과 교류"
영.미시입문(1),이중(부)전공,2,A01139104,3,3,수 4 5 6 (3304),11,30,"대면, 1전공 수강금지, 영어대, 영어교육과 교류"
영어권소설입문(1),이중(부)전공,2,A01138104,3,3,목 9 10 11 (1304),18,30,"대면, 1전공 수강금지, 영어대, 영어교육과 교류"
English Speaking (1),이중(부)전공,3,A01675201,2,2,화 1 2 (1304),7,20,"원어, 대면, 1전공 수강금지"
English Writing (1),이중(부)전공,3,A01679201,2,2,금 5 6 (1507),1,30,"원어, 대면, 1전공 수강금지"
영국문학개관(1),이중(부)전공,3,A01207703,3,3,목 4 5 6 (3106),28,40,"대면, 1전공 수강금지, 영어대, 영어교육과 교류"
19세기영국소설,이중(부)전공,4,A01696103,3,3,목 4 5 6 (2105),4,40,"대면, 1전공 수강금지"
American Drama,이중(부)전공,4,A01312403,3,3,목 1 2 3 (1603),15,30,"대면, 1전공 수강금지"
미국시,이중(부)전공,4,A01322302,3,3,목 9 10 11 (1408),1,30,"대면, 1전공 수강금지"
셰익스피어주제연구,이중(부)전공,4,A01375203,3,3,금 4 5 6 (3205),12,40,"대면, 1전공 수강금지"
영.미문학과영상,이중(부)전공,4,A01482302,3,3,수 1 2 3 (1408),6,30,"대면, 1전공 수강금지"
실용영문법,전공,1,N01107301,3,3,금 1 2 3 (1404),25,30,"원어, 대면, /1학년 우선수강/1전공만"
영어학개론(1),전공,1,A01123301,3,3,수 7 8 9 (1408),24,20,"전필, 대면, /1전공 우선수강"
전공영어1,전공,1,E01126401,3,3,수 1 2 3 (2205),14,15,"전필, 원어, 대면, /1학년 우선수강/1전공만"
전공영어1,전공,1,E01126402,3,3,수 1 2 3 (3304),21,5,"전필, 원어, 대면, /1학년 우선수강/1전공만"
고급영어토론및발표,전공,2,E01207101,2,2,화 5 6 (2508),21,30,"원어, 대면"
영.미문학개론,전공,2,A01218501,3,3,목 4 5 6 (1601),36,40,대면
영어교수법,전공,2,E01407601,3,3,월 7 8 9 (1304),28,25,"전필, 대면, /1전공 우선수강"
영어교수학습이론,전공,2,E01408101,3,3,화 1 2 3 (1507),28,25,"전필, 대면, /1전공 우선수강"
멀티미디어영어교육,전공,3,E01359201,3,3,화 7 8 9 (0117),30,40,"전필, 대면, *2학기 웹활용영어교육(19학번 이후 이중전공 필수)미개설로 19학번이후 이중전공자 중[23년 2월 졸업예정자]만 해당과목 대체인정"
